shopid,seller_type,rating_star,display_response_rate,sku,camp_flag,main_category,p30_gmv,p30_order_cnt,follower_count,Decorated
50713900,NS,4.77,92,3883,N,Fashion Accessories,722.6,31,4821,0
51126054,NS,4.88,91,12,N,Automotive,737,13,103,0
52260397,NS,4.61,84,26,N,Muslim Fashion,1881.37,45,595,0
53195918,NS,4.68,65,54,N,Men Clothes,1910.75,21,79,0
53582930,NS,4.93,95,163,N,Health & Beauty,2535.1,26,483,0
54095250,NS,5,86,49,N,Sports & Outdoor,619.74,7,45,0
54903587,NS,4.93,86,57,N,Baby & Toys,241.97,9,762,0
56032513,NS,4.78,95,58,N,Women Clothes,232.77,8,258,0
58812906,NS,4.78,95,73,N,Health & Beauty,789.29,15,72,0
60817619,NS,4.81,88,25,N,Health & Beauty,234.12,5,1607,0
60902072,NS,4.98,57,137,N,Women Clothes,6965.89,53,849,0
61091492,NS,4.81,90,326,N,Women's Bags,1715.51,21,1194,0
62518010,NS,4.85,65,78,N,Automotive,7837.18,60,356,0
62523028,NS,4.99,88,9,N,Automotive,2576,26,121,0
62648103,NS,4.98,94,148,N,Health & Beauty,82494.9,325,562,0
63891302,NS,4.88,95,57,N,Home & Living,216.26,7,111,0
64374162,NS,4.89,92,4637,N,Baby & Toys,232623.08,6138,14343,0
64887039,NS,4.91,94,473,N,Health & Beauty,2035.34,31,1891,0
65644745,PS,4.9,85,29,N,Muslim Fashion,40313.77,414,532,0
66315257,NS,5,88,31,N,Baby & Toys,509.56,12,17,0
66789552,NS,4.89,91,84,N,Sports & Outdoor,24112.59,384,571,0
67822033,NS,4.96,91,24,N,Computer & Accessories,5022.56,47,341,0
67855029,NS,4.99,78,7,N,Groceries & Pets,512.4,9,93,0
67888913,NS,4.87,88,43,N,Home & Living,4175.4,31,170,0
68409676,NS,4.99,95,57,N,Health & Beauty,1069.54,12,214,0
69390931,NS,5,78,13,N,Baby & Toys,397.64,8,86,0
69427517,PS,4.96,90,156,N,Health & Beauty,11746.57,227,464,0
69646336,NS,5,78,19,N,Baby & Toys,181.61,7,457,0
69792219,NS,4.79,91,28,N,Men Shoes,213.46,6,136,0
71965440,NS,4.77,78,37,N,Mobile & Accessories,986.96,17,103,0
72248961,NS,4.72,93,534,N,Men Shoes,1912.23,21,1034,0
73416804,NS,4.77,95,63,N,Home & Living,25331.64,464,3616,0
73822021,NS,4.97,95,26,N,Home & Living,315,6,99,0
75009207,NS,4.97,94,120,N,Baby & Toys,74644.4,609,1949,0
75569157,NS,4.72,84,83,N,Others,2292.49,34,31,0
76491853,NS,4.8,78,487,N,Sports & Outdoor,1758.04,42,1578,0
76588227,NS,4.94,93,151,N,Mobile & Accessories,3522.23,7,2374,0
76812187,NS,4.73,78,2257,N,Automotive,4242.38,120,3408,0
77088455,NS,4.9,83,115,N,Health & Beauty,904.11,31,144,0
77706861,NS,4.89,78,19,N,Muslim Fashion,269.63,6,27,0
79658879,NS,4.97,86,379,N,Home & Living,1307.96,38,574,0
79694113,NS,4.71,57,231,N,Men Shoes,498.54,6,693,0
80439730,NS,4.64,78,3425,N,Home & Living,1923.06,18,2049,0
80628950,NS,4.86,91,79,N,Others,1472.94,32,354,0
81472248,NS,4.93,95,33,N,Home & Living,949.26,10,128,0
82024732,PS,4.76,92,199,N,Mobile & Accessories,6098.86,330,1058,0
82434333,NS,4.73,92,885,N,Home & Living,3744.28,142,1444,0
83300955,NS,4.65,85,167,N,Mobile & Accessories,6283.1,235,1046,0
83718728,NS,4.85,83,102,N,Men's Bags & Wallets,367.43,6,395,0
84200738,NS,4.81,90,390,N,Women's Bags,22222.7,702,5725,0
84394611,NS,4.66,78,1286,N,Home & Living,1349.22,35,906,0
84413964,PS,4.81,84,418,N,Mobile & Accessories,4291.61,151,790,0
86359283,NS,4.89,65,38,N,Health & Beauty,959.47,18,156,0
87941842,NS,4.88,83,843,N,Health & Beauty,5684.71,118,216,0
88023872,PS,4.74,89,1103,N,Mobile & Accessories,12574.27,345,2074,0
88074397,NS,4.65,80,206,N,Home & Living,1567.56,15,16,0
90923714,NS,4.89,93,69,N,Men's Bags & Wallets,12388.64,333,624,0
92917754,PS,4.86,92,650,N,Women's Bags,5276.93,202,850,0
93585248,NS,5,88,9,N,Muslim Fashion,928.08,14,449,0
95192523,NS,4.75,65,1914,N,Home & Living,1745.16,80,36,0
98096007,NS,4.9,88,134,N,Baby & Toys,215.33,7,54,0
98471836,NS,4.85,80,212,N,Mobile & Accessories,639,15,578,0
102573788,PS,4.78,65,1399,N,Mobile & Accessories,1477.22,92,248,0
104613447,PS,4.94,89,160,N,Computer & Accessories,866.97,120,45,1
105068383,NS,4.78,89,141,N,Home & Living,3619.97,34,567,0
105995854,NS,4.87,94,180,N,Home & Living,217.76,6,4236,0
106014839,NS,4.86,80,75,N,Baby & Toys,591.4,12,13,0
107786528,NS,4.97,93,30,N,Fashion Accessories,5900.95,62,56,0
112356204,NS,4.87,93,1267,N,Mobile & Accessories,4847.71,331,2833,0
113143964,NS,4.74,93,548,N,"Games, Books & Hobbies",2207.35,27,858,0
114047340,NS,4.7,65,197,N,Women's Bags,371.36,12,1118,0
114548585,NS,4.58,65,2998,N,Baby & Toys,355.45,10,41,0
119566684,NS,4.75,65,1284,N,Computer & Accessories,738,14,2,0
120057582,NS,4.93,57,10,N,Groceries & Pets,13907.19,166,60,0
122291948,NS,4.99,95,9,N,Tickets & Vouchers,4655.3,168,21,0
123362794,NS,4.92,94,58,N,Groceries & Pets,7995.07,128,383,0
123955521,NS,4.75,94,459,N,Automotive,3470.74,40,53,0
123959588,NS,4.61,94,147,N,Men Clothes,12569.4,372,3485,0
126254905,NS,4.89,57,12,N,Women Clothes,256.92,8,3,0
128498455,NS,4.69,87,248,N,Mobile & Accessories,1078.31,56,738,0
131451798,NS,4.95,82,7,N,Baby & Toys,782.34,8,33,0
131846991,NS,4.9,95,258,N,"Games, Books & Hobbies",193.78,5,1820,0
131957911,PS,4.87,95,84,N,Women Clothes,405.93,20,1147,0
132078395,NS,4.78,93,167,N,Women Clothes,2574.27,55,456,0
132710705,NS,4.82,95,82,N,Home & Living,831.81,25,900,0
134303899,NS,5,95,154,N,Watches,804.02,11,317,0
135783605,NS,4.21,65,89,N,Mobile & Accessories,724.85,16,571,0
137349696,NS,4.77,93,703,N,Mobile & Accessories,19741.32,303,3986,0
139166638,NS,5,89,278,N,Fashion Accessories,231.61,7,348,0
139270250,NS,4.9,78,1468,N,Groceries & Pets,7143.81,95,78,0
140215518,NS,5,57,15,N,"Games, Books & Hobbies",1322.16,10,110,0
142619709,NS,4.82,82,285,N,Health & Beauty,3999.28,16,93,0
143282711,NS,4.61,82,238,N,Women Clothes,978.17,68,95,0
143548856,NS,4.5,78,829,N,Mobile & Accessories,188.2,10,81,0
13000,NS,4.79,87,397,N,Baby & Toys,3321.05,45,2146,0
48111,NS,4.89,93,37,N,Health & Beauty,2117,7,469,0
1270961,NS,4.9,65,84,N,Fashion Accessories,973,10,1763,0
1427585,NS,4.85,65,9,N,Groceries & Pets,402.93,17,103,0
1458885,NS,4.95,95,80,N,Health & Beauty,1139.08,20,407,0
1829518,PS,4.81,81,485,N,Fashion Accessories,45574.21,1766,12819,0
2290586,NS,4.76,65,15,N,Groceries & Pets,600,23,175,0
4122832,NS,4.82,78,428,N,Baby & Toys,1712.58,37,667,0
5387359,PS,4.87,94,212,N,Mobile & Accessories,32014.77,875,2205,0
5780300,NS,4.76,86,389,N,Home & Living,8954.02,167,934,0
7128565,NS,4.8,86,90,N,Fashion Accessories,549.81,11,1312,0
7452507,NS,4.94,92,320,N,Home & Living,15288.09,55,134,0
8032218,NS,4.94,95,235,N,Muslim Fashion,3853.12,44,1044,0
9475159,NS,4.77,95,1304,N,Women Clothes,2515.6,66,5042,0
10202432,NS,5,57,21,N,Home & Living,93,6,49,0
10261583,NS,4.91,95,10,N,Home & Living,1385.09,23,161,0
10404808,NS,4.77,95,81,N,Women's Bags,1012.24,58,1174,0
10828282,NS,4.94,93,93,N,Home & Living,2777.89,40,177,0
11467474,NS,4.81,95,73,N,Home Appliances,1623.73,15,83,0
12166828,PS,4.97,95,402,N,Baby & Toys,21916.64,194,391,0
12766385,NS,4.89,90,1271,N,Home & Living,2385,12,129,0
13397295,NS,4.47,78,407,N,Men's Bags & Wallets,243.27,7,124,0
13485597,NS,5,95,10,N,Home & Living,669.82,24,99,0
13789572,NS,4.94,78,64,N,Baby & Toys,483.12,10,865,0
14058275,NS,4.93,93,229,N,Groceries & Pets,2283.02,92,2009,0
14136862,NS,4.85,90,645,N,Groceries & Pets,164585.78,1643,2425,0
14271427,NS,4.89,87,41,N,Baby & Toys,15158.7,201,195,0
14343845,NS,4.77,95,511,Y,Health & Beauty,1756.9,36,194,1
14451326,NS,4.87,78,215,N,Health & Beauty,5287.62,106,258,0
14744541,NS,4.85,65,363,N,Home & Living,4095.6,105,2177,0
15059375,NS,4.81,83,395,N,Mobile & Accessories,224207.43,3704,5628,0
15955740,NS,4.83,86,167,N,Women Shoes,967.66,16,1012,0
17061191,NS,4.74,94,115,N,Muslim Fashion,1684.67,24,100,0
19473696,NS,4.91,95,182,N,Muslim Fashion,958.6,8,1785,0
19559590,PS,4.97,95,223,N,Home & Living,14519.4,288,342,0
20221216,PS,4.89,91,438,N,Home Appliances,103794.52,645,3257,0
20301055,NS,4.97,95,89,N,"Games, Books & Hobbies",1056.58,6,238,0
20469053,NS,4.94,78,9,N,Health & Beauty,7166.87,86,344,0
20537055,NS,4.96,95,51,N,Muslim Fashion,3043.3,30,201,0
22719613,NS,4.81,91,23,N,Health & Beauty,967.08,50,104,0
26280877,NS,4.8,86,157,N,Women Shoes,1211.37,23,1227,0
27181028,NS,4.91,95,135,N,Groceries & Pets,2153.34,32,1749,0
28255806,NS,5,95,9,N,Fashion Accessories,371.66,7,95,0
29013902,NS,4.86,86,11,N,Muslim Fashion,387,5,139,0
29184522,NS,4.89,88,118,N,Health & Beauty,795.69,14,219,0
29253966,NS,4.59,84,650,N,Women Shoes,7676.94,198,7273,0
31264232,PS,4.95,95,255,N,Home & Living,5080.42,87,180,0
32546150,PS,4.91,95,125,N,Baby & Toys,2412.34,48,959,0
32690614,NS,4.58,57,1538,N,Women Clothes,324.2,15,3140,0
32701028,PS,4.94,95,13,N,Groceries & Pets,14716.29,352,264,0
33068844,NS,4.91,89,13,N,Groceries & Pets,2673.19,64,47,0
33286346,PS,4.98,89,27,N,Health & Beauty,5390.32,66,1576,1
34094005,NS,4.86,90,45,N,Health & Beauty,2049.76,21,101,0
37727382,NS,4.9,90,74,N,Muslim Fashion,527.56,8,702,0
38146432,NS,4.96,89,27,N,Men Clothes,360,7,458,0
39168940,NS,4.94,86,29,N,Health & Beauty,4016.49,48,39,0
41891452,NS,4.8,57,867,N,Home & Living,5801.12,51,50,0
43322134,NS,4.88,82,73,N,Women's Bags,1266.9,9,1339,0
43707522,NS,4.32,84,2863,N,Home & Living,345.11,13,209,0
44251776,NS,4.96,90,3616,N,"Games, Books & Hobbies",8340.49,255,6694,0
44498493,NS,4.77,95,35,N,Men Clothes,472,9,50,0
45100345,NS,4.86,88,119,N,Health & Beauty,504,21,36,0
46418454,NS,4.43,87,185,N,Men Clothes,390.12,8,97,0
47664264,NS,4.51,88,3060,N,"Games, Books & Hobbies",1811.58,27,1709,0
48973279,NS,4.91,88,90,N,Home & Living,1077.35,42,1416,0
49404572,NS,4.88,95,20,N,Home & Living,124.24,8,45,0
50786894,NS,4.95,65,52,N,Men Clothes,135.38,6,1917,0
50818040,NS,4.93,92,415,N,Health & Beauty,1336.5,46,241,0
51633703,NS,4.76,89,44,N,Mobile & Accessories,244,5,937,0
51952606,NS,4.85,78,122,N,Home & Living,3654.35,68,377,0
51984046,PS,4.81,93,8,N,Home Appliances,125895.13,826,1257,0
52316338,NS,4.97,84,19,N,Muslim Fashion,225,7,143,0
52917242,NS,4.81,88,300,N,Baby & Toys,977.46,23,961,0
53033781,PS,4.73,89,212,N,Women Clothes,4331.48,96,5493,0
53547718,PS,4.95,90,97,N,Automotive,1665.22,88,251,0
53665128,NS,4.85,78,1676,N,Baby & Toys,3801.31,176,1722,0
54162662,PS,4.84,91,211,N,Mobile & Accessories,2731.19,91,104,0
54925531,NS,4.33,65,451,N,Women Clothes,2044.79,63,5559,0
55168162,NS,4.92,65,11,N,Health & Beauty,914,10,111,0
56192575,NS,4.89,83,57,N,Sports & Outdoor,1991.15,25,97,0
56821893,NS,4.94,90,42,N,Health & Beauty,24121.18,235,663,0
59096576,NS,4.96,84,10,N,Health & Beauty,566.37,7,576,0
59947281,PS,4.89,91,27,N,Muslim Fashion,31490.06,369,1883,0
60784953,NS,4.63,57,252,N,Women Clothes,1132.5,25,1148,0
60865202,PS,4.95,93,35,N,Home & Living,4384.08,98,658,0
60894536,NS,4.98,95,19,N,Home & Living,608.07,19,14,0
61326522,PS,4.8,90,5420,N,Women Clothes,206525.43,7414,26562,0
61341128,NS,4.58,86,771,N,Home & Living,1719.17,35,526,0
61951346,NS,4.91,95,325,N,Women's Bags,1494.52,29,1127,0
62411720,NS,4.95,93,54,N,Health & Beauty,2254.62,55,699,0
62495788,PS,4.61,87,738,N,Men Clothes,12272.93,283,7737,0
63131454,NS,4.83,57,55,N,Automotive,2551.99,10,71,0
63390251,NS,4.89,95,7,N,Home & Living,10786.6,94,123,0
64084135,NS,4.71,86,3066,N,Home & Living,4456.96,219,2129,0
64092591,NS,4.97,65,126,N,Groceries & Pets,1315.74,12,30,0
65626153,PS,4.88,95,180,Y,Health & Beauty,17624.3,801,2865,1
68156101,NS,4.89,95,111,N,Men Clothes,932.55,12,753,0
69461875,NS,4.9,95,314,N,"Games, Books & Hobbies",4876.52,65,713,0
70448897,NS,4.67,82,58,N,Baby & Toys,699.8,18,168,0
70849936,NS,4.72,84,39,N,Automotive,1347.8,11,13,0
70855528,NS,4.87,83,138,N,Mobile & Accessories,2619.42,35,96,0
73054533,NS,4.94,93,130,N,Groceries & Pets,4385.64,81,422,0
75779852,NS,4.82,57,101,N,Mobile & Accessories,26004.65,16,682,0
76533996,PS,4.86,88,735,N,Women's Bags,4464.91,100,11064,0
76672040,NS,4.82,87,286,N,Baby & Toys,2332.8,36,162,0
76711980,NS,4.9,85,22,N,Fashion Accessories,1758.96,75,669,0
77518678,NS,4.7,57,998,N,Men Shoes,945,7,1803,0
80622139,NS,4.98,95,354,N,Health & Beauty,4404.3,33,49,0
81396990,PS,4.94,90,204,N,Health & Beauty,3317.58,33,745,0
82019443,OS,4.82,65,23,N,Muslim Fashion,2023.47,14,2913,0
82492714,NS,4.94,95,6,N,Tickets & Vouchers,11221.46,47,13,0
83784749,NS,4.93,93,53,N,Men Clothes,2295,22,58,0
84365885,NS,4.66,90,326,N,Baby & Toys,5815.58,183,3263,0
84383729,NS,4.83,65,38,N,Muslim Fashion,317,8,27,0
85306597,PS,4.66,90,128,N,Mobile & Accessories,5090,205,1988,0
85654280,NS,4.88,95,40,N,Muslim Fashion,43903.16,387,1134,0
86030186,NS,5,93,15,N,Health & Beauty,1975,15,309,0
86288434,NS,4.52,92,496,N,Home & Living,636.83,11,1754,0
87012120,NS,4.74,83,2950,N,Men Clothes,2177.48,15,3336,0
91239405,NS,4.88,81,75,N,Computer & Accessories,1662.96,33,143,0
91276345,NS,4.97,86,32,N,Women Clothes,6809.03,211,339,0
93097311,NS,5,95,9,N,Muslim Fashion,548,10,45,1
93466413,NS,4.71,88,97,N,Automotive,202.3,5,497,0
93962072,NS,4.58,78,64,N,Women's Bags,551.47,14,80,0
95074048,NS,4.99,91,7,N,Baby & Toys,5901.78,34,208,0
96050220,PS,4.92,95,47,N,Sports & Outdoor,27977.54,194,223,0
96759063,NS,4.65,91,3993,Y,Computer & Accessories,10687.06,211,143,1
96942335,NS,4.32,78,713,N,Fashion Accessories,155.87,7,312,0
100895174,NS,4.91,92,13,N,Home & Living,819.88,20,31,0
102442963,NS,4.92,78,51,N,Muslim Fashion,2134.14,34,98,0
104099390,NS,4.96,87,26,N,Health & Beauty,1619.72,14,520,0
104751268,NS,4.49,65,2685,N,Fashion Accessories,674.55,12,26,0
106032236,NS,4.57,93,99,N,Mobile & Accessories,2318.42,58,5155,0
106304214,NS,4.9,65,677,N,Baby & Toys,2768.56,51,1296,0
108086049,NS,4.92,78,7,N,Health & Beauty,1314.51,15,22,0
108117360,NS,4.41,90,2714,N,Fashion Accessories,1085,28,154,0
108305221,NS,4.89,57,304,N,Women Clothes,486.7,7,1964,0
109810669,NS,4.59,78,2938,N,Home & Living,530.6,12,116,0
112027568,NS,4.81,65,70,N,Mobile & Accessories,1871,6,493,0
112372227,NS,5,95,9,N,Baby & Toys,307.92,7,16,0
114234638,NS,4.95,90,43,N,Mobile & Accessories,37031.9,13,19,0
114988584,NS,4.93,93,35,N,Health & Beauty,712.54,10,180,0
115638751,NS,4.48,91,89,N,Automotive,18922.64,79,534,0
116626746,NS,4.89,92,675,N,Home & Living,1085.17,17,686,0
116739590,NS,4.44,78,2829,N,Men Clothes,342.2,7,1080,0
116823223,PS,4.89,95,1821,N,Mobile & Accessories,1250.16,105,120,0
117090827,NS,4.87,57,235,N,Health & Beauty,252.63,16,17,0
117203131,NS,4.85,92,472,N,Women Clothes,840.27,29,3561,0
119286256,NS,4.93,65,217,N,Home Appliances,1543.55,16,217,0
120260514,NS,4.33,95,1099,N,Home & Living,753.61,9,643,0
120368963,NS,4.95,65,19,N,Muslim Fashion,1308.91,35,56,0
121750032,NS,4.85,88,1745,N,Health & Beauty,18802.26,55,105,0
123356086,NS,4.81,95,286,N,Health & Beauty,251.14,13,1058,0
123409271,NS,4.9,78,63,N,Automotive,1067.98,11,1,0
126267210,PS,4.97,95,168,N,Home & Living,20152.57,238,859,0
130041348,NS,4.83,91,2163,N,Mobile & Accessories,202.76,6,5,0
130070402,NS,5,95,204,N,Home & Living,686.86,14,615,0
130095811,NS,4.75,78,3109,N,Baby & Toys,1232.56,40,91,0
131265238,NS,4.68,65,605,N,Muslim Fashion,798.11,19,482,0
131457759,NS,4.93,82,329,N,Computer & Accessories,7117.71,66,407,0
131674973,NS,4.77,95,1679,N,Women Clothes,1368.5,22,753,0
132649243,PS,4.83,85,3266,N,Home & Living,2893.17,91,10,0
133020175,NS,4,95,220,N,Fashion Accessories,303.43,8,119,0
134927752,NS,5,89,72,N,Women Clothes,475.63,10,347,0
134974335,NS,4.79,95,226,N,Men Clothes,251.04,9,1653,0
135882191,NS,4.81,65,975,N,Men Shoes,883.64,6,48,0
136580348,NS,4.71,89,64,N,Women Clothes,276.03,7,1171,0
136694037,NS,4.47,65,2756,N,Fashion Accessories,1103.41,48,7,0
141495403,NS,4.8,57,213,N,Mobile & Accessories,50.67,5,1247,0
141644196,NS,4.95,95,282,Y,Computer & Accessories,53368.57,62,86,1
151398632,NS,4.38,95,214,N,Watches,1350.4,12,143,0
153069610,NS,5,95,74,N,Mobile & Accessories,513,12,38,0
70603,NS,4.59,93,314,Y,Sports & Outdoor,2589.94,30,1639,1
366923,NS,4.88,57,211,N,Baby & Toys,264.99,6,363,0
441147,NS,4.89,95,5,N,Mobile & Accessories,1033.75,34,39,0
609975,NS,4.9,89,129,N,Baby & Toys,5145.18,51,455,0
1318233,NS,4.93,95,54,N,Baby & Toys,3024.27,35,126,0
1338334,NS,4.69,95,44,N,Men Shoes,212.11,10,346,0
1643085,NS,5,89,14,N,"Games, Books & Hobbies",198.2,15,25,0
1941158,NS,4.79,95,205,N,Home & Living,1219.56,13,767,0
2969381,PS,4.95,65,26,N,Baby & Toys,9538.24,68,162,0
3970655,PS,4.85,95,118,N,Home & Living,28806.43,907,5833,0
3980688,NS,4.82,86,233,N,Baby & Toys,779.59,10,601,1
5437309,NS,4.76,86,25,N,Health & Beauty,327,5,473,0
5612598,NS,4.91,95,35,N,Watches,1200,6,401,0
6033242,NS,4.73,78,311,N,Health & Beauty,4404.16,84,1129,0
6036562,NS,4.98,90,71,N,Home & Living,596.48,9,334,0
7619747,NS,4.86,95,6,N,Muslim Fashion,1877.22,35,281,0
7824160,NS,5,91,6,N,Health & Beauty,1625,9,162,0
8014757,NS,4.96,65,29,N,Muslim Fashion,509,8,494,0
8176957,NS,4.85,88,467,N,Automotive,3260.67,62,364,0
8237776,NS,4.63,65,56,N,Health & Beauty,4783.78,129,1558,0
8248994,NS,4.94,92,23,N,Groceries & Pets,609.52,16,163,0
8338431,NS,5,95,73,N,Health & Beauty,197.25,7,1165,0
9155697,NS,4.84,93,117,N,Women Clothes,2093,28,871,0
9690147,PS,4.64,93,4359,N,Home & Living,31831.41,1462,10451,0
9994966,NS,4.96,92,7,N,Men's Bags & Wallets,690.25,14,214,0
12208804,PS,4.79,94,4667,N,Mobile & Accessories,157946.9,2981,6473,0
14747748,PS,4.89,78,300,N,Computer & Accessories,22281.96,104,248,1
14913433,NS,4.98,93,20,N,Tickets & Vouchers,324.96,31,116,0
14950948,NS,4.96,93,596,N,Health & Beauty,800.6,6,47,0
15149941,NS,5,65,5,N,Health & Beauty,784,5,33,0
16844324,NS,4.98,92,98,N,Muslim Fashion,2091.06,22,121,0
16947280,PS,4.92,94,32,N,Baby & Toys,33173.74,440,423,0
18009910,NS,4.96,87,23,N,Groceries & Pets,3664.21,29,1254,0
18791628,NS,4.89,95,44,N,Muslim Fashion,676.63,12,487,0
18916889,NS,4.77,93,73,N,Muslim Fashion,4048.27,59,445,0
19639171,NS,5,81,22,N,Mobile & Accessories,210.95,5,400,0
21248840,NS,4.74,78,70,N,Home Appliances,5425.31,50,285,0
21717760,PS,4.77,94,111,N,Health & Beauty,5020.73,200,1387,0
22783087,NS,4.79,86,13,N,Health & Beauty,923.16,15,91,0
27671733,NS,4.66,95,166,N,Home & Living,852.53,18,54,0
27681616,NS,4.96,65,11,N,Health & Beauty,406.36,10,318,0
27984488,PS,4.96,89,68,N,Baby & Toys,6486.13,144,643,0
28089043,NS,4.81,65,4499,N,Home & Living,1681.74,53,1145,0
28943622,NS,4.54,78,38,N,Health & Beauty,916.22,8,167,0
28946794,NS,4.99,95,121,N,"Games, Books & Hobbies",648.26,15,446,0
29442223,NS,4.76,57,431,N,Automotive,592.71,18,225,0
29973495,NS,4.84,78,403,N,Women Clothes,4970.17,146,1491,0
29985581,NS,4.81,93,465,N,Watches,20457.5,345,2153,0
31120795,NS,5,91,8,N,Muslim Fashion,1097.25,13,24,0
31513931,PS,4.92,78,446,N,Home & Living,15441.02,254,999,0
32471592,NS,4.98,90,33,N,Automotive,1121.14,8,147,0
32694548,NS,4.64,65,43,N,Women's Bags,261.3,13,457,0
32810559,NS,4.9,78,53,N,Health & Beauty,1641.04,67,259,1
34137564,NS,4.93,89,42,N,Health & Beauty,697.14,15,53,0
34346015,NS,4.7,78,134,N,Automotive,3836.93,36,434,0
34760038,NS,4.71,94,1464,N,Watches,10322.52,76,3513,0
35351631,NS,4.86,81,34,N,Health & Beauty,446.65,17,64,0
35362036,NS,4.98,91,72,N,Gaming & Consoles,1207,11,244,0
35471117,NS,4.98,80,40,N,Home & Living,422.97,12,66,0
36190409,PS,4.74,80,947,N,Groceries & Pets,1954.81,59,1602,0
36277388,NS,4.93,92,5,N,Health & Beauty,806.12,18,33,0
38173484,NS,4.85,80,39,N,Automotive,4003.49,23,37,0
38565041,NS,5,95,56,N,Muslim Fashion,205.06,5,136,0
38568217,NS,4.67,65,745,N,Women Shoes,317.2,8,1396,0
38968384,NS,4.4,65,169,N,Health & Beauty,249.82,6,59,0
39257201,NS,4.66,65,102,N,Home & Living,839.82,24,1489,0
39590093,NS,5,84,9,N,Health & Beauty,265,5,2276,0
39929478,NS,4.86,65,51,N,Home & Living,187.27,6,507,0
39949132,NS,4.97,95,47,N,Computer & Accessories,792.45,22,626,0
40792569,NS,4.92,95,16,N,Computer & Accessories,1006,7,352,0
42658229,NS,4.99,82,7,N,Health & Beauty,2385,38,346,0
44129772,NS,5,93,42,N,Muslim Fashion,873,11,9,0
44188130,NS,4.6,78,69,N,Men Shoes,6717.1,149,1234,0
45164827,NS,4.96,91,63,N,Groceries & Pets,1151.2,18,253,0
45581700,NS,4.88,78,331,N,Others,287.1,6,1096,0
46577751,NS,4.55,95,2551,N,Women Clothes,3593.97,140,1230,0
46760870,NS,4.77,87,23,N,Baby & Toys,1324.65,25,3340,0
48131596,NS,4.65,95,2557,N,Baby & Toys,2115.73,48,3578,0
50960437,NS,4.94,65,12,N,"Games, Books & Hobbies",719.99,9,52,0
52739566,NS,4.8,90,139,N,Men Shoes,2845.94,30,4731,0
52938869,NS,4.71,90,263,N,Home & Living,1050.16,10,439,0
55712864,NS,4.71,93,205,N,Health & Beauty,2280.99,42,37,0
55881568,NS,4.92,92,460,N,Men Shoes,1838.41,33,789,0
57322639,NS,4.86,78,22,N,Home & Living,2301.3,55,393,0
57358026,NS,4.77,78,490,N,Home & Living,565.2,5,162,0
58037817,NS,4.98,95,255,N,Home & Living,452.19,9,106,1
58506127,NS,4.92,95,11,N,Baby & Toys,4670.23,100,283,0
58707163,PS,4.71,89,510,N,Mobile & Accessories,5406.09,188,2061,0
59600408,NS,4.91,78,3003,N,Groceries & Pets,35154.24,691,3652,0
61349129,NS,4.97,65,9,N,Health & Beauty,1466.74,21,650,0
62340402,NS,5,93,39,N,Muslim Fashion,1259.39,16,381,0
62658644,NS,4.96,65,24,N,Others,1022.75,9,517,0
63113243,NS,4.97,92,33,N,Muslim Fashion,2535.85,80,1394,0
63906936,NS,4.81,92,26,N,Muslim Fashion,470,5,1136,0
64090174,NS,5,86,63,N,Baby & Toys,624,8,495,0
65458589,NS,4.95,95,41,N,Muslim Fashion,1190.73,9,104,0
65490342,NS,4.76,78,787,N,Women Shoes,1037.95,31,459,0
65742924,NS,4.89,57,74,N,Home & Living,354.84,15,1130,1
66592422,NS,4.83,86,344,N,Home Appliances,10117.28,25,91,0
67586577,PS,4.85,95,610,N,Automotive,149957.18,3862,3521,0
67706666,NS,4.94,90,67,N,Baby & Toys,305.71,6,13,0
68065283,NS,4.71,86,779,N,Fashion Accessories,3947.47,125,3493,0
68308646,NS,4.91,78,20,N,Health & Beauty,315.77,8,1176,0
68609682,NS,4.76,86,36,N,Home & Living,3137.46,76,484,0
68761251,NS,4.9,91,74,N,Groceries & Pets,832.22,24,1838,0
69576271,NS,4.91,95,97,N,Home Appliances,3103.19,10,64,0
69940089,NS,4.94,78,20,N,Health & Beauty,910,7,62,0
70615328,NS,4.8,57,579,N,Women Clothes,1441.15,19,1588,0
72016537,NS,4.73,86,239,N,Mobile & Accessories,510.75,30,5010,0
72316674,NS,4.94,78,156,N,Computer & Accessories,2250.3,34,307,0
73402221,NS,5,88,5,N,Tickets & Vouchers,19370,52,86,0
74264204,NS,4.71,95,857,N,Women Clothes,38614.65,881,7113,0
74560687,NS,4.75,78,494,N,Sports & Outdoor,12868.36,212,283,0
75281342,NS,4.9,78,5,N,Mobile & Accessories,509,7,19,0
75679004,NS,4.96,95,132,N,Home & Living,754.09,9,52,0
76852121,NS,4.82,91,136,N,Baby & Toys,616.39,25,931,0
77273402,PS,4.85,93,424,N,Women Clothes,71446.66,2054,9690,0
77865601,NS,4.97,57,7,N,Health & Beauty,458.74,21,296,0
79683764,NS,4.82,95,381,N,Mobile & Accessories,104.73,5,1091,0
80182722,NS,4.8,57,326,N,Mobile & Accessories,866.28,58,154,0
82815128,NS,4.96,95,247,N,Baby & Toys,327.17,12,1045,0
84217223,NS,4.98,87,41,N,Women Shoes,2440,91,125,0
84552095,NS,4.79,78,11,N,Others,801,85,62,0
84724582,NS,4.5,91,67,N,Watches,50.68,6,5,0
85649595,NS,5,95,11,N,Home & Living,713.61,7,59,0
85812494,NS,4.88,86,556,N,Home & Living,1223.53,32,1448,0
